-2.865898693,0.720619323,2.164822899,-1.156207713,-0.251489704,-1.116595677,-0.22920863,-2.981563548,-2.441548447,-0.845050087,-0.313328594,-0.644182152,-0.188763062,-2.058979533,-2.336825632,-2.236089788,-2.005755723,-2.170623734,1.972783407,-2.19192094,1.913873776,-0.600356105,0.108835088,-0.684819889,0.139995351,0.887940836,-1.691672165,-2.393609571,2.023542335,-2.366672065,1.954524675,-2.581706921,2.104295446,-1
0.347936583,0.641677486,0.060049912,0.767381501,-0.158262586,0.913227413,-0.05037038,0.768819587,-0.48110976,0.739041773,-0.261188153,0.693841902,-0.312875804,0.813661472,0.059291891,0.620515157,0.012917271,0.627001771,-0.055724584,0.529517108,-0.168567441,0.462271497,-0.003572324,0.277699164,-0.011530378,0.075298045,0.086337141,0.205240109,0.030310786,0.280999021,0.007094904,0.328368817,-0.034804225,1
-2.865898693,-3.297799481,2.164822899,-1.156207713,-0.251489704,-1.116595677,-0.22920863,-2.981563548,1.691956417,0.929584263,1.70761873,-0.644182152,-0.188763062,-0.527182097,-0.155185182,1.000049582,-2.005755723,-2.170623734,1.972783407,1.087690593,1.913873776,-0.600356105,0.108835088,-2.413575124,-1.826594257,0.887940836,-1.691672165,1.079302659,2.023542335,-2.366672065,1.954524675,-0.668429557,-0.030918136,-1
0.347936583,0.720619323,-0.240560747,0.767381501,-0.187645621,0.913227413,-0.327739615,0.962699854,-0.410075479,0.929584263,-0.550304878,0.713819846,-0.293881017,0.903394165,-0.299129819,0.501198698,-0.141261194,0.475708427,-0.346086637,1.00422448,-0.625042878,0.738768664,-0.491290436,0.783446508,-0.545125136,0.355768195,-0.40398581,0.612091777,-0.704470773,0.334298909,-0.504398699,0.56002844,-0.874049923,1
0.347936583,0.720619323,1.209302357,0.767381501,-2.421580891,0.913227413,-2.149516264,0.962699854,-2.441548447,0.929584263,-2.334275919,0.963053948,-2.209484997,1.00461534,-2.336825632,1.000049582,-2.005755723,1.02290332,-1.880216243,1.087690593,-1.22790001,1.055910615,-1.787056504,1.043935346,-1.826594257,0.887940836,-1.691672165,1.079302659,-1.913666284,1.132992314,-1.939750726,1.244847807,-2.166131719,-1
0.347936583,0.720619323,-0.297919163,0.767381501,-0.626112545,0.641941557,-1.79961701,0.860484268,0.887018348,0.849246566,-1.149637016,0.777996784,-0.830059376,0.819834615,-0.666408989,0.693441558,-1.244425322,-0.378336513,-1.880216243,0.928367065,0.197299948,0.432442134,-1.380330881,0.272720349,-1.489678125,-0.116776933,-1.447737906,0.048715955,-1.710388203,-0.039675226,-1.786472047,-0.92367989,-2.166131719,1
-2.865898693,-3.297799481,-2.365857717,-1.156207713,-0.251489704,-3.146418767,1.691099003,0.962699854,-1.149828177,-0.845050087,-0.313328594,-0.644182152,-0.188763062,-0.527182097,-0.155185182,1.000049582,-2.005755723,-2.170623734,-1.880216243,1.087690593,-1.945894014,-0.600356105,0.108835088,1.043935346,-1.826594257,-2.986491408,1.944524585,-2.393609571,-1.913666284,-0.616839876,0.007386974,-2.581706921,2.104295446,-1
0.347936583,0.720619323,0.089318109,0.767381501,0.125824051,0.913227413,-0.48476317,0.926649287,0.958672654,0.929584263,0.654786012,0.963053948,1.005746295,1.00461534,1.388499968,1.000049582,1.673611986,1.02290332,1.878365651,1.087690593,1.913873776,1.023480913,2.004726681,0.899134808,2.106584959,0.576029669,1.944524585,0.642097738,2.023542335,0.509317125,1.954524675,0.335639271,2.104295446,1
-2.865898693,-3.297799481,-2.365857717,0.767381501,1.918601484,0.913227413,-2.149516264,-2.981563548,1.691956417,0.929584263,-2.334275919,-2.251418253,-2.209484997,-0.527182097,-0.155185182,1.000049582,2.02031726,-2.170623734,-1.880216243,1.087690593,-1.945894014,1.055910615,-1.787056504,1.043935346,2.106584959,0.887940836,-1.691672165,1.079302659,-1.913666284,-2.366672065,1.954524675,1.244847807,-2.166131719,-1
0.347936583,0.720619323,-0.423011255,0.767381501,-0.604259727,0.913227413,-0.683476604,0.962699854,-0.530091792,0.929584263,-0.81876752,0.963053948,-0.717404128,1.00461534,-0.634600671,1.000049582,-0.769872099,1.02290332,-0.843027267,1.087690593,-0.70148558,1.055910615,-1.022272795,1.043935346,-0.796946936,0.865081686,-0.77693233,1.079302659,-1.437657762,1.132992314,-1.467784019,1.244847807,-1.833828429,1
